Chassis|Model|MUL ID|Combined|Clan|Source|File Location|Weight|Intro Date|Experimental year|Advanced year|Standard year|Extinct Year|Unit Type|Role|BV|Cost|Rules|Engine Name|Internal Structure|Myomer|Cockpit Type|Gyro Type|Armor Types|Equipment|Tech Rating|Unit Quirks|Weapon Quirks|Manufacturer|Factory|Targeting|Comms|Armor|JJ|Engine|Chassis|Capabilities|Overview|History|Deployment|Notes
Chameleon|TRC-4B|546|Chameleon TRC-4B|false|Rec Guide:ilClan #25|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Chameleon TRC-4B.mtf|50.0|2510|||2510|-|Biped Mech|Scout|999|4639500|1|300 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Jump Jet,Medium Laser,Large Laser,Small Laser,Machine Gun,Heat Sink|D/C-E-D-D|Easy to Pilot||Defiance Industries|Hesperus II|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Chameleon|TRC-4C|9405|Chameleon TRC-4C|false|Rec Guide:ilClan #25|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Chameleon TRC-4C.mtf|50.0|2820|||2820|-|Biped Mech|Scout|999|4639500|1|300 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Jump Jet,Medium Laser,Large Laser,Small Laser,Machine Gun,Heat Sink|D/X-E-D-D|Easy to Pilot||Defiance Industries|Hesperus II|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Pouncer|F|4850|Pouncer F|true|Rec Guide:ilClan #25|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Pouncer F.mtf|40.0|3069||3069||-|Biped Mech|Scout|1308|8987125|3|240 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|CLDoubleHeatSink,CLHeavyFlamer,CLERFlamer,Clan Ferro-Fibrous,CLPlasmaCannon,Jump Jet,RemoteSensorDispenser,CLERMediumLaser,CLActiveProbe,CLCASE|F/X-X-E-D|Weak Head Armor (2)||WC Primary Facility 5,Manufacturing Plant SFF-TW2|Tiber (Clan),CSF Titanic Mobile Production Facility|Dtrac Suite 4|Megaband System 21|Forging ZM15 Ferro-Fibrous|Grandthrust Mk. 4|Fusion 240 XL|DSAM Endo 4|yes|yes|yes|yes|--
Pouncer|G|9261|Pouncer G|true|Rec Guide:ilClan #25|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Pouncer G.mtf|40.0|3142|||3142|-|Biped Mech|Striker|1808|9672250|2|240 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|CLDoubleHeatSink,CLSRM4,Clan Ferro-Fibrous,CLImprovedMediumHeavyLaser,Jump Jet,CLCASEII,CLMediumPulseLaser,CLCASE|F/X-X-X-D|Weak Head Armor (2)||WC Primary Facility 5,Manufacturing Plant SFF-TW2|Tiber (Clan),CSF Titanic Mobile Production Facility|Dtrac Suite 4|Megaband System 21|Forging ZM15 Ferro-Fibrous|Grandthrust Mk. 4|Fusion 240 XL|DSAM Endo 4|yes|yes|yes|yes|--
Pouncer|I|9263|Pouncer I|true|Rec Guide:ilClan #25|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Pouncer I.mtf|40.0|3142|||3142|-|Biped Mech|Missile Boat|1781|9343600|2|240 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|CLDoubleHeatSink,CLERLargePulseLaser,CLLRM20,CLArtemisV,Clan Ferro-Fibrous,Jump Jet,CLCASE|F/X-X-X-E|Weak Head Armor (2)||WC Primary Facility 5,Manufacturing Plant SFF-TW2|Tiber (Clan),CSF Titanic Mobile Production Facility|Dtrac Suite 4|Megaband System 21|Forging ZM15 Ferro-Fibrous|Grandthrust Mk. 4|Fusion 240 XL|DSAM Endo 4|yes|yes|yes|yes|--
Pouncer|T|9262|Pouncer T|true|TRO: 3055|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Pouncer T.mtf|40.0|3142|||3142|-|Biped Mech|Scout|1573|8598188|2|240 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|CLDoubleHeatSink,ISPlasmaRifle,Clan Ferro-Fibrous,Jump Jet,CLERSmallLaser|F/X-X-X-D|Weak Head Armor (2)||WC Primary Facility 5,Manufacturing Plant SFF-TW2|Tiber (Clan),CSF Titanic Mobile Production Facility|Dtrac Suite 4|Megaband System 21|Forging ZM15 Ferro-Fibrous|Grandthrust Mk. 4|Fusion 240 XL|DSAM Endo 4|yes|yes|yes|yes|--
Pouncer|W|9264|Pouncer W|true|Rec Guide:ilClan #25|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Pouncer W.mtf|40.0|3089|||3089|-|Biped Mech|Sniper|1751|8958250|2|240 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|CLDoubleHeatSink,CLLargePulseLaser,Clan Ferro-Fibrous,Jump Jet,CLImprovedMediumHeavyLaser,CLCASEII,CLCASE|F/X-X-F-D|Weak Head Armor (2)||WC Primary Facility 5,Manufacturing Plant SFF-TW2|Tiber (Clan),CSF Titanic Mobile Production Facility|Dtrac Suite 4|Megaband System 21|Forging ZM15 Ferro-Fibrous|Grandthrust Mk. 4|Fusion 240 XL|DSAM Endo 4|yes|yes|yes|yes|--
Pouncer|X|9265|Pouncer X|true|Rec Guide:ilClan #25|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Pouncer X.mtf|40.0|3147||3147||-|Biped Mech|Striker|1455|13333250|3|240 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|CLDoubleHeatSink,CLImprovedSmallHeavyLaser,Clan Ferro-Fibrous,IS Lance,Jump Jet,CLPlasmaCannon,Supercharger,CLLaserAntiMissileSystem,CLCASE|F/X-X-X-E|Weak Head Armor (2)||WC Primary Facility 5,Manufacturing Plant SFF-TW2|Tiber (Clan),CSF Titanic Mobile Production Facility|Dtrac Suite 4|Megaband System 21|Forging ZM15 Ferro-Fibrous|Grandthrust Mk. 4|Fusion 240 XL|DSAM Endo 4|yes|yes|yes|yes|--
Vindicator|VND-7L|9266|Vindicator VND-7L|false|Rec Guide:ilClan #25|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Vindicator VND-7L.mtf|45.0|3147|||3147|-|Biped Mech|Brawler|1566|4297220|2|180 Fusion|IS Reinforced|Standard|Standard Cockpit|Standard Gyro|IS Heavy Ferro-Fibrous,|Jump Jet,IS Heavy Ferro-Fibrous,ISSmallXPulseLaser,ISDoubleHeatSink,CLERPPC,LRM 5,ISCASEII,ISERMediumLaser|F/X-X-X-D|Rugged (1 Point);Difficult Ejection||Ceres Metals Industries|Capella|C-Apple Churchill|CeresCom Model 21-Rs|Starshield with CASE|Anderson Propulsion 30|GM 180|Ceresplex IV Reinforced|yes|yes|yes|yes|--
Wraith|TR5|9269|Wraith TR5|false|Rec Guide:ilClan #25|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Wraith TR5.mtf|55.0|3140|||3140|-|Biped Mech|Skirmisher|1581|18848465|2|330 XL|IS Endo-Composite|Standard|Standard Cockpit|Standard Gyro|IS Ferro-Fibrous,|IS Ferro-Fibrous,ISMediumXPulseLaser,ISLargeXPulseLaser,Improved Jump Jet,Supercharger,ISDoubleHeatSink|E/X-X-X-E|Ubiquitous (Inner Sphere);Difficult to Maintain||Curtiss Militech, Hellespont 'Mech Works|Paradise, Sian|Dynatec 2780|CurtissComm Mk I|Kallon FWL Special Ferro-Fibrous|CurtissJet 55|330 XL|Curtiss Wraith|yes|yes|yes|yes|--
Caesar|CES-5R|9321|Caesar CES-5R|false|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Caesar CES-5R.mtf|70.0|3148||3148||-|Biped Mech|Brawler|2192|14679273|3|280 XL|IS Endo Steel|Standard|Standard Cockpit|XL Gyro|IS Hardened,|IS Hardened,ISERMediumLaser,ISSNPPC,ISGaussRifle,ISCASEII,ISDoubleHeatSink|E/X-X-X-E|Hyper-Extending Actuators||Johnston Industries|New Syrtis|Randar Pinpoint-HY|Johnston Wide Band|Kallon Royalstar with CASE|--|GM 280 Extralight|Dorwinion CES Standard|yes|yes|yes|yes|--
Flea|FLE-21|9313|Flea FLE-21|false|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Flea FLE-21.mtf|20.0|3139|||3139|-|Biped Mech|Scout|823|4962000|2|180 Light|IS Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Stealth,|IS Stealth,ISERMediumLaser,ISDoubleHeatSink,ISGuardianECMSuite,ER Flamer,Supercharger|E/X-X-X-D|Improved Life Support;Easy to Maintain;No/Minimal Arms||Earthwerks-FWL, Inc., Earthwerks-FWL, Inc., Earthwerks Ltd.|Asuncion, Bernardo, Grand Base|Dalban HiRez-B|Neil 2000|Livingston Ceramics|--|Unknown Light Fusion|Earthwerk Trooper M|yes|yes|yes|yes|--
Hermes II|HER-7A|9314|Hermes II HER-7A|false|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Hermes II HER-7A.mtf|40.0|3120|||3120|-|Biped Mech|Sniper|1121|6047580|2|240 Light|IS Endo Steel|Standard|Standard Cockpit|XL Gyro|IS Standard,|Flamer,ISMediumXPulseLaser,ISDoubleHeatSink,CLUltraAC10,ISCASEII|F/X-X-F-D|Improved Communications;Easy to Maintain||Irian BattleMechs Unlimited, Irian BattleMechs Unlimited|Irian,Shiro III|Wasat Aggressor|Irian E.A.R.|Riese-456|--|Unknown Light Fusion|Irian Second Generation Class 40 Endo Steel|yes|yes|yes|yes|--
Merlin|C|9319|Merlin C|true|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Merlin C.mtf|60.0|3093|3093|3109||-|Biped Mech|Brawler|1870|6446400|3|240 Fusion (Clan)|Clan Standard|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Lamellor,|Jump Jet,CLImprovedMediumHeavyLaser,Clan Ferro-Lamellor,CLDoubleHeatSink,CLHeavyMG,CLFlamer,CLERPPC,CLStreakLRM5,CLCASE|F/X-X-F-E|Rugged (1 Point);Easy to Maintain||Mountain Wolf BattleMechs|Alpheratz|Magestrix Gamma|Magestrix Alpha|Compound LZ-7|Pitban LFT 50|Pitban 240|Heavy Star QAT-4|yes|yes|yes|yes|--
Merlin|MLN-1D|9316|Merlin MLN-1D|false|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Merlin MLN-1D.mtf|60.0|3090|||3090|-|Biped Mech|Sniper|1370|5462400|2|240 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Jump Jet,Light PPC,ISDoubleHeatSink,Heavy Machine Gun,Flamer,ISCASE,PPC,LRM 5|E/X-X-E-D|Rugged (1 Point);Easy to Maintain||Mountain Wolf BattleMechs, Vandenberg Mechanized Industries|Alpheratz, New Vandenberg|Magestrix Gamma|Magestrix Alpha|Longanecker PlastiSteel with CASE|Pitban LFT 50|Pitban 240|Heavy Star QAT-4|yes|yes|yes|yes|--
Merlin|MLN-1E|9317|Merlin MLN-1E|false|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Merlin MLN-1E.mtf|60.0|3099|||3099|-|Biped Mech|Sniper|1369|5712800|2|240 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Jump Jet,Light PPC,ISDoubleHeatSink,Flamer,PPC,ISMML5,ISCASEII|E/X-X-F-D|Rugged (1 Point);Easy to Maintain||Mountain Wolf BattleMechs, Vandenberg Mechanized Industries|Alpheratz, New Vandenberg|Magestrix Gamma|Magestrix Alpha|Longanecker PlastiSteel with CASE|Pitban LFT 50|Pitban 240|Heavy Star QAT-4|yes|yes|yes|yes|--
Merlin|MLN-1P|9318|Merlin MLN-1P|false|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Merlin MLN-1P.mtf|60.0|3114|||3114|-|Biped Mech|Juggernaut|1182|6150400|2|240 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Heavy Ferro-Fibrous,|Jump Jet,ISMediumVSPLaser,IS Heavy Ferro-Fibrous,ISDoubleHeatSink,Flamer,ISLargeVSPLaser,LRM 5|E/X-X-E-D|Rugged (1 Point);Easy to Maintain||Field Refit|Various|Magestrix Gamma|Magestrix Alpha|StarSlab-7 Heavy Ferro-Fibrous|Pitban LFT 50|Pitban 240|Heavy Star QAT-4|yes|yes|yes|yes|--
Naga II|A|9323|Naga II A|true|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Naga II A.mtf|80.0|2866|||2866|-|Biped Mech|Brawler|2160|26754713|2|400 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Standard,|CLLBXAC20,CLDoubleHeatSink,CLERLargeLaser,CLStreakSRM6,CLERSmallLaser,CLCASE|F/X-X-E-D|Bad Reputation (Clan);Extended Torso Twist|Stabilized Weapon|Refit|Various|Version Kappa-III TTS|Type G3, Mk. XII|Forged Type 34 Standard|--|Fusion 400 XL|Type BMH-7 Endo Steel|yes|yes|yes|yes|--
Naga II|B|9324|Naga II B|true|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Naga II B.mtf|80.0|2866||2866|3049|-|Biped Mech|Missile Boat|2347|26944500|2|400 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Standard,|CLLRM20,CLAntiMissileSystem,CLNarcBeacon,ISNarc Pods,CLDoubleHeatSink,CLCASE|F/X-X-E-D|Bad Reputation (Clan);Extended Torso Twist|Stabilized Weapon|Refit|Various|Version Kappa-III TTS|Type G3, Mk. XII|Forged Type 34 Standard|--|Fusion 400 XL|Type BMH-7 Endo Steel|yes|yes|yes|yes|--
Naga II|C|9325|Naga II C|true|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Naga II C.mtf|80.0|2866|||2866|-|Biped Mech|Brawler|2177|26305500|2|400 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Standard,|CLStreakSRM6,CLLargePulseLaser,CLMediumPulseLaser,CLUltraAC5,CLLRM15,CLMG,CLDoubleHeatSink,CLCASE|F/X-X-E-D|Bad Reputation (Clan);Extended Torso Twist|Stabilized Weapon|Refit|Various|Version Kappa-III TTS|Type G3, Mk. XII|Forged Type 34 Standard|--|Fusion 400 XL|Type BMH-7 Endo Steel|yes|yes|yes|yes|--
Naga II|H|9326|Naga II H|true|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Naga II H.mtf|80.0|3059|||3059|-|Biped Mech|Brawler|2284|26616900|2|400 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Standard,|CLGaussRifle,CLHeavyLargeLaser,CLHeavyMediumLaser,CLLRM20,CLDoubleHeatSink,CLHeavySmallLaser,CLCASE|F/X-X-E-D|Bad Reputation (Clan);Extended Torso Twist|Stabilized Weapon|Refit|Various|Version Kappa-III TTS|Type G3, Mk. XII|Forged Type 34 Standard|--|Fusion 400 XL|Type BMH-7 Endo Steel|yes|yes|yes|yes|--
Naga II|Prime|9322|Naga II Prime|true|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Naga II Prime.mtf|80.0|2866|||2866|-|Biped Mech|Brawler|1840|26564813|2|400 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Standard,|CLLBXAC10,CLUltraAC10,CLLRM20,CLERSmallLaser,CLDoubleHeatSink,CLCASE|F/X-X-E-D|Bad Reputation (Clan);Extended Torso Twist|Stabilized Weapon|Refit|Various|Version Kappa-III TTS|Type G3, Mk. XII|Forged Type 34 Standard|--|Fusion 400 XL|Type BMH-7 Endo Steel|yes|yes|yes|yes|--
Naga II|W|9327|Naga II W|true|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Naga II W.mtf|80.0|3138|||3138|-|Biped Mech|Sniper|2655|27444563|2|400 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Standard,|CLRotaryAC5,CLERPPC,CLDoubleHeatSink,CLERMediumLaser,CLCASEII,CLStreakLRM15,CLERSmallLaser,CLCASE|F/X-X-X-E|Bad Reputation (Clan);Extended Torso Twist|Stabilized Weapon|Refit|Various|Version Kappa-III TTS|Type G3, Mk. XII|Forged Type 34 Standard|--|Fusion 400 XL|Type BMH-7 Endo Steel|yes|yes|yes|yes|--
Quickdraw|QKD-9G|9320|Quickdraw QKD-9G|false|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Quickdraw QKD-9G.mtf|60.0|3144|||3144|-|Biped Mech|Skirmisher|2224|16596160|2|300 Light|IS Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Ferro-Fibrous,|IS Ferro-Fibrous,ISERMediumLaser,Jump Jet,CLStreakSRM6,CLStreakSRM4,ISCASEII,Medium Laser,ISMASC,ISTargeting Computer,Supercharger,ISDoubleHeatSink|F/X-X-X-E|Hyper-Extending Actuators;Exposed Actuators||Technicron Manufacturing|Savannah|Dynatec 2180|Garret T12E|Unknown|--|Unknown|Unknown|yes|yes|yes|no|--
Starslayer|STY-4C|9315|Starslayer STY-4C|false|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Starslayer STY-4C.mtf|50.0|3145|||3145|-|Biped Mech|Skirmisher|2218|6640625|2|250 Fusion|IS Endo Steel|Triple-Strength|Standard Cockpit|Standard Gyro|IS Standard,|Triple Strength Myomer,ISDoubleHeatSink,CLImprovedHeavyLargeLaser,Jump Jet,CLERMediumLaser,ISSRM4IOS,Coolant Pod,CLERSmallLaser|F/X-X-X-E|Rugged (1 Point)||Blue Shot Weapons|Loxley|FireScan with IndirecTrack|Tek BattleCom|Unknown|Odin’s Own Model 34z|Magna 250|Thor-4 Endo Steel|yes|yes|yes|yes|--
Gunslinger|GUN-3ERD|9354|Gunslinger GUN-3ERD|false|Rec Guide:ilClan #27|data\mechfiles\mechs\Rec Guides ilClan\Vol 27\Gunslinger GUN-3ERD.mtf|85.0|3131||3131||-|Biped Mech|Juggernaut|2844|17838625|3|255 XL (Clan)|IS Standard|Standard|Standard Cockpit|XL Gyro|IS Ballistic-Reinforced,|Jump Jet,ISSmallXPulseLaser,ISGaussRifle,ISCASEII,CLERMediumLaser,ISDoubleHeatSink|F/X-X-X-E|Cowl||Defiance Industries, Independence Weaponry|Hesperus II,Quentin|Nashan Diana Mark II Targeting Computer|Nashan Quartet ComSy with Guardian ECM|Kevlar 5000|HildCo Model 12|Various Clan 255 XL|Star League XT|yes|yes|yes|yes|--
Nightsky|NGS-7S|9352|Nightsky NGS-7S|false|Rec Guide:ilClan #27|data\mechfiles\mechs\Rec Guides ilClan\Vol 27\Nightsky NGS-7S.mtf|50.0|3142||3142||-|Biped Mech|Striker|1591|9903000|3|300 XL (Clan)|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Heavy Ferro-Fibrous,|Jump Jet,ISDoubleHeatSink,ISLargeXPulseLaser,IS Heavy Ferro-Fibrous,Hatchet,ISAES,CLERMediumLaser,ISSmallXPulseLaser|F/X-X-X-E||Modular Weapon|Defiance Industries|Hesperus II|TharHes Ares-8a|TharHes Calliope Hm10|Kallon Royalstar|HildCo Model 13|Vlar Light 300|Dorwinion Standard|yes|yes|yes|yes|--
Penetrator|PTR-8D|9353|Penetrator PTR-8D|false|Rec Guide:ilClan #27|data\mechfiles\mechs\Rec Guides ilClan\Vol 27\Penetrator PTR-8D.mtf|75.0|3144||3144||-|Biped Mech|Brawler|2130|11161150|3|300 Fusion|IS Endo Steel|Standard|Standard Cockpit|Compact Gyro|IS Reflective,|Jump Jet,Large Re-engineered Laser,IS Reflective,Medium Laser,Coolant Pod,ISDoubleHeatSink,ISLaserAntiMissileSystem|E/X-X-X-E|Good Reputation (1);Stable||Kallon Weapon Industries|Talon (Wernke)|Matabushi Sentinel|Dalban Micronics|StarGuard Reflec|Anderson 398|Vlar 300|Crucis G Endo-Steel|yes|yes|yes|yes|--
Phantom|F|4818|Phantom F|true|Rec Guide:ilClan #27|data\mechfiles\mechs\Rec Guides ilClan\Vol 27\Phantom F.mtf|40.0|3068||3068|3079|-|Biped Mech|Striker|1375|11008288|3|360 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|Clan Ferro-Fibrous,CLHeavyFlamer,CLHeavyMediumLaser,CLERMediumLaser,CLECMSuite,CLDoubleHeatSink,CLCASE|F/X-X-E-D|Improved Sensors||W-5 Facilities, Wolf Clan Site 1|Eden, Arc-Royal|Model 92 “Stalker”|Howler 79|Composite A-2 Ferro-Fibrous|--|Light Force 360 (XL)|Type-A Endo Steel|yes|yes|yes|yes|--
Phantom|G|9346|Phantom G|true|Rec Guide:ilClan #27|data\mechfiles\mechs\Rec Guides ilClan\Vol 27\Phantom G.mtf|40.0|3090|||3090|-|Biped Mech|Scout|975|10552850|2|360 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|Clan Ferro-Fibrous,CLProtoMechAC4,CLERMediumLaser,CLDoubleHeatSink,CLCASE|F/X-X-F-E|Improved Sensors||W-5 Facilities, Wolf Clan Site 1|Eden, Arc-Royal|Model 92 “Stalker”|Howler 79|Composite A-2 Ferro-Fibrous|--|Light Force 360 (XL)|Type-A Endo Steel|yes|yes|yes|yes|--
Phantom|I|9347|Phantom I|true|Rec Guide:ilClan #27|data\mechfiles\mechs\Rec Guides ilClan\Vol 27\Phantom I.mtf|40.0|3141|||3141|-|Biped Mech|Scout|1713|11020100|2|360 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|Clan Ferro-Fibrous,CLImprovedHeavyLargeLaser,CLERMediumLaser,CLLightTAG,CLTargeting Computer,CLDoubleHeatSink,CLCASE|F/X-X-X-D|Improved Sensors||Earthwerks-FWL, Inc., Manufacturing Plant SFF-TS1|Keystone,CSF Tsunami Mobile Production Facility|Model 92 “Stalker”|Howler 79|Composite A-2 Ferro-Fibrous|--|Light Force 360 (XL)|Type-A Endo Steel|yes|yes|yes|yes|--
Phantom|J|9348|Phantom J|true|Rec Guide:ilClan #27|data\mechfiles\mechs\Rec Guides ilClan\Vol 27\Phantom J.mtf|40.0|3141|||3141|-|Biped Mech|Striker|1902|17182288|2|360 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|Clan Ferro-Fibrous,CLERMediumLaser,CLImprovedMediumHeavyLaser,CLERSmallLaser,Supercharger,CLDoubleHeatSink,CLCASE|F/X-X-X-D|Improved Sensors||Earthwerks-FWL, Inc., Manufacturing Plant SFF-TS1|Keystone,CSF Tsunami Mobile Production Facility|Model 92 “Stalker”|Howler 79|Composite A-2 Ferro-Fibrous|--|Light Force 360 (XL)|Type-A Endo Steel|yes|yes|yes|yes|--
Phantom|K|9349|Phantom K|true|Rec Guide:ilClan #27|data\mechfiles\mechs\Rec Guides ilClan\Vol 27\Phantom K.mtf|40.0|3141|||3141|-|Biped Mech|Sniper|1387|11335100|2|360 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|Clan Ferro-Fibrous,CLERLargeLaser,WatchdogECMSuite,CLTargeting Computer,CLDoubleHeatSink|F/X-X-X-E|Improved Sensors||Earthwerks-FWL, Inc., Manufacturing Plant SFF-TS1|Keystone,CSF Tsunami Mobile Production Facility|Model 92 “Stalker”|Howler 79|Composite A-2 Ferro-Fibrous|--|Light Force 360 (XL)|Type-A Endo Steel|yes|yes|yes|yes|--
Phantom|L|9350|Phantom L|true|Rec Guide:ilClan #27|data\mechfiles\mechs\Rec Guides ilClan\Vol 27\Phantom L.mtf|40.0|3142|||3142|-|Biped Mech|Scout|1178|10784725|2|360 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|Clan Ferro-Fibrous,CLAPGaussRifle,CLPlasmaCannon,CLDoubleHeatSink,CLCASE|F/X-X-X-D|Improved Sensors||Earthwerks-FWL, Inc., Manufacturing Plant SFF-TS1|Keystone,CSF Tsunami Mobile Production Facility|Model 92 “Stalker”|Howler 79|Composite A-2 Ferro-Fibrous|--|Light Force 360 (XL)|Type-A Endo Steel|yes|yes|yes|yes|--
Phantom|R|9351|Phantom R|true|Rec Guide:ilClan #27|data\mechfiles\mechs\Rec Guides ilClan\Vol 27\Phantom R.mtf|40.0|3145|||3145|-|Biped Mech|Striker|1365|11160100|2|360 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|Clan Ferro-Fibrous,CLSRM6,Medium Laser,CLImprovedMediumHeavyLaser,CLDoubleHeatSink,CLCASE|F/X-X-X-D|Improved Sensors||Earthwerks-FWL, Inc., Manufacturing Plant SFF-TS1|Keystone,CSF Tsunami Mobile Production Facility|Model 92 “Stalker”|Howler 79|Composite A-2 Ferro-Fibrous|--|Light Force 360 (XL)|Type-A Endo Steel|yes|yes|yes|yes|--
Phantom|T|9345|Phantom T|true|Rec Guide:ilClan #27|data\mechfiles\mechs\Rec Guides ilClan\Vol 27\Phantom T.mtf|40.0|3142|||3142|-|Biped Mech|Scout|1138|10977663|2|360 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|Clan Ferro-Fibrous,CLLRM5,CLArtemisV,CLERMediumPulseLaser,CLERSmallLaser,CLMicroPulseLaser,CLDoubleHeatSink,CLCASE|F/X-X-X-E|Improved Sensors||Earthwerks-FWL, Inc., Manufacturing Plant SFF-TS1|Keystone,CSF Tsunami Mobile Production Facility|Model 92 “Stalker”|Howler 79|Composite A-2 Ferro-Fibrous|--|Light Force 360 (XL)|Type-A Endo Steel|yes|yes|yes|yes|--
Cicada|CDA-4A|9376|Cicada CDA-4A|false|Rec Guide:ilClan #28|data\mechfiles\mechs\Rec Guides ilClan\Vol 28\Cicada CDA-4A.mtf|40.0|3150||3150||-|Biped Mech|Striker|1097|12674667|3|320 XL|IS Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Ferro-Fibrous,|IS Ferro-Fibrous,ISMediumVSPLaser,Supercharger,Medium Re-engineered Laser,ISDoubleHeatSink|E/X-X-X-D|No/Minimal Arms||Westover BattleMechs|Westover|Dynatec 1122|Datacom 50|Durallex Light|--|Pitban 320 XL|Kell Reinforced 240|yes|yes|yes|yes|--
Devastator|DVS-11|9377|Devastator DVS-11|false|Rec Guide:ilClan #28|data\mechfiles\mechs\Rec Guides ilClan\Vol 28\Devastator DVS-11.mtf|100.0|3146|||3146|-|Biped Mech|Juggernaut|3170|34039000|3|300 XL|IS Endo-Composite|Standard|Standard Cockpit|Compact Gyro|IS Standard,|ISGaussRifle,ISSNPPC,CLERMediumLaser,ISMASC,CLERSmallLaser,Supercharger,ISDoubleHeatSink|F/X-X-X-E|Hyper-Extending Actuators;Searchlight||Corean Enterprises|Augusta|Randar Pinpoint-HY|Johnston Wide Band|Durallex Heavy|--|Vlar 300 XL|Star League XT Endo-Composite|yes|yes|yes|yes|--
